PATENTOFFICEFIRE;\n\nPatent_documents_amounting_to_the_past_fifty_years_of_American_inventions_have_gone_up_in_flames._All_9957_patents_and_7000_patent-related_models_have_been_lost._The_disaster_was_caused_by_a_fire_in_the_Patent_Office,_where_employees_stored_firewood_and_hot_ashes_precariously_near_one_another._When_the_building_began_to_burn,_the_16_year-old_fire_hose_purchased_by_congress_was_too_leaky_to_function_and_a_bucket_brigade_proved_ineffective._This_calamitous_incident_has_tragically_set_back_American_research,_as_many_inventions_recorded_in_the_patents_have_been__entirely_lost_to_time._The_construction_of_a_new_fire-proof_patent_office_has_already_begun.;;;;;;;;;;;;;
PAISASSASSINATION;\n\nPresident_Sidónio_Bernardino_Cardoso_da_Silva_Pais_is_dead._In_the_Lisboa-Rossio_Railway_Station,_as_the_president_passed_the_assassin,_left-wing_activist_José_Júlio_da_Costa,_the_latter_penetrated_the_double_police_cordon_that_surrounded_the_former_and_fired_two_shots_from_the_pistol_hidden_under_his_cloak._Pais_was_an_extremely_controversial_president._While_he_is_immensely_popular_among_the_general_population_for_undoing_the_separation_of_church_and_state_and_re-establishing_diplomatic_relations_with_the_Vatican,_his_unconstitutional_actions_were_despised_by_the_liberals._Whether_or_not_it_was_his_intention,_Pais_has_left_a_permanent_mark_on_Portugal_that_has_damaged_democracy_and_reduced_governmental_stability._His_last_words_were:;;;;;;;;;;;;;
BOBRIKOVASSASSINATION;\n\nNikolay_Ivanovich_Bobrikov,_Governor-General_of_Finland_and_the_Finnish_Military_District_since_1898,_has_been_assassinated._He_became_extremely_unpopular_due_to_the_centralization_measures_recently_imposed_on_Finland_leading_to_its_loss_of_autonomy._He_also_instituted_measures_meant_to_russify_Finland,_such_as_requiring_that_all_correspondence_between_government_offices_be_conducted_in_Russian_and_that_education_in_the_Russian_language_was_to_be_increased_in_schools._Bobrikov_was_shot_three_times_by_Eugen_Schauman,_a_Finnish_nationalist_born_in_Kharkov_who_committed_suicide_immediately_thereafter.;;;;;;;;;;;;;
SILENTPARADE;\n\n10,000_African_Americans_have_conducted_a_silent_march_along_Fifth_Avenue_in_New_York_City._The_event_was_organized_by_the_NAACP_as_well_as_church_and_community_leaders_to_protest_violence_directed_towards_African_Americans,_such_as_recent_lynchings_in_Waco_and_Memphis._The_parade_was_precipitated_by_the_East_Saint_Louis_riots,_in_which_at_least_40_black_people_were_brutally_murdered_by_white_mobs._The_silent_march_hoped_to_promote_anti-lynching_legislation_and_counter_the_dehumanization_of_African_Americans._The_parade_marks_the_first_large_black-only_protest_in_New_York.;;;;;;;;;;;;;
CODEXSINAITICUS;\n\nA_fascinating_discovery_has_been_made_in_Saint_Catherine's_Monastery_on_Mount_Sinai._Constantin_von_Tischendorf,_a_German_Biblical_scholar_under_the_patronage_of_the_Tsar,_has_returned_from_a_trip_to_the_remote_monastery_with_the_oldest_known_complete_copy_of_the_New_Testament._It_is_a_historical_treasure,_and_using_the_study_of_comparative_writing_styles,_it_has_been_dated_to_the_mid-fourth_century._The_manuscript_is_a_codex_made_from_vellum_parchment,_originally_in_double_sheets,_which_may_have_measured_about_40_by_70_centimeters._The_whole_codex_consists_of_quires_of_eight_leaves,_a_format_which_came_to_be_popular_throughout_the_Middle_Ages.;;;;;;;;;;;;;
VIEDMAFLOOD;\n\nDisaster_has_struck_along_the_Patagonian_Río_Negro._After_a_period_of_brutally_intense_rainfall_which_is_completely_unprecedented_for_the_usually_dry_region,_the_river_swelled_far_past_its_usual_banks_and_engulfed_General_Roca,_Fuerte_san_Javier,_Fuerte_Pringles,_General_Conesa_and_Viedma,_where_the_water_only_receded_three_days_later._The_afflicted_settlements_have_sustained_massive_damage._As_such,_large_portions_will_have_to_be_reconstructed_to_become_inhabitable_once_more,_though_they_will_surely_never_be_the_same.;;;;;;;;;;;;;
MUSIFLOOD;\n\nThe_city_of_Hyderabad,_capital_of_the_Hyderabad_State,_has_been_devastated_by_a_brutal_flood,_locally_known_as_Thughyani_Sitambar._The_disaster_has_left_fifty_thousand_people_dead_and_washed_away_three_bridges,_leaving_only_one_bridge_to_connect_the_two_sides_of_the_city._The_river_rose_60_feet,_flowing_through_the_city_and_razing_eighty_thousand_houses,_leaving_a_fourth_of_the_population_homeless._Popular_Urdu_poet_Amjad_Hyderabadi,_saw_his_entire_family,_including_his_mother,_wife_and_daughter_washed_away_in_the_flood,_ending_up_as_the_only_survivor_in_his_family._To_reflect_his_depression_at_the_loss,_he_has_composed_a_couplet:;;;;;;;;;;;;;
BARRIOSASSASSINATION;\n\nJosé_María_Reina_Barrios,_also_known_as_Reinita,_has_been_assassinated._By_a_very_strange_coincidence,_it_was_on_February_8th,_1898_at_No._8_on_8th_Street_in_Guatemala_City_at_8_PM_local_time_that_the_president_was_shot_by_Edgar_Zollinger,_a_British_citizen_and_adminstrator_of_the_Aparicio_Family_business,_who_was_thereupon_shot_eight_times_by_guards._Zollinger's_motive_is_that_Barrios_had_had_Juan_Aparicio,_the_former_Mayor_of_Quetzaltenango,_killed_extrajudicially_to_illegally_seize_his_assets,_including_the_Zunil_Electrical_Plant,_the_Los_Altos_Railroad,_Coffee_Plantations_and_Local_Bank,_leaving_the_Aparicio_family_in_ruins._Rainita_will_be_remembered_most_of_all_for_his_improvements_to_Guatemalan_infrastructure,_such_as_bringing_electricity_to_Guatemala_City,_constructing_a_transoceanic_railroad,_installing_national_and_international_telegraphs_and_improving_the_roads._To_fund_these_ambitious_plans,_Barrios_printed_bonds,_fuelling_inflation_and_making_himself_unpopular_among_the_people.;;;;;;;;;;;;;
BROWNASSASSINATION;\n\nJohn_Brown,_one_of_the_fathers_of_the_Canadian_Confederation,_has_been_assassinated._Brown_was_a_British-Canadian_journalist_and_noted_Reform_politician,_best_known_as_the_founder_and_editor_of_the_Toronto_Globe,_Canada's_most_influential_newspaper._He_lead_the_founding_the_the_Liberal_Party_and_played_a_major_role_in_securing_national_unity_in_Canada._The_perpetrator_of_Brown's_killing_was_a_former_employee_of_the_Toronto_Globe,_George_Bennet,_who_burst_into_Brown's_office_after_being_fired_and_wanted_a_certificate_to_show_that_he_had_worked_for_the_paper_for_five_years._Brown_didn't_recognize_him_and_told_him_to_talk_to_the_foreman,_leading_Bennet_to_shoot_Brown_in_the_leg._Bennet_was_arrested_and_Brown_retired_to_his_home_to_recover_from_the_would_which_was_deemed_minor._Tragically,_the_leg_became_infected,_he_obtained_a_fever_and_delirium_and_eventually_died.;;;;;;;;;;;;;
BORDAASSASSINATION;\n\nPresident_Juan_Bautista_Idiarte_Borda_y_Soumastre_has_been_assassinated!_A_member_of_the_Colorado_Party,_Idiarte's_presidency_was_beset_by_a_number_of_severe_difficulties_which_found_their_origins_in_a_host_of_commercial,_ideological_and_personal_issues._His_term_of_office_was_also_characterized_by_a_program_of_public_works,_including_the_development_of_the_port_of_Montevideo_and_the_establishment_of_a_national_bank._Idiarte_was_shot_by_Avelino_Arredondo_with_a_revolver._Despite_having_been_warned_of_an_assassination_plot_on_the_part_of_his_party_enemies,_and_even_though_the_assassin_is_a_known_strong_supporter_of_his_rival_José_Batlle_y_Ordóñez,_the_latter_has_maintained_a_plausible_deniability_in_connection_with_the_crime.;;;;;;;;;;;;;
ERITHEXPLOSION;\n\nEarly_in_the_morning_a_blast_was_heard_all_over_London._A_gunpowder_barge_moored_near_Erith,_Kent_had_ignited,_setting_off_two_landward_powder_magazines:_the_resulting_chain_explosion_consumed_46.5_tons_of_gunpowder_and_blew_the_river_wall_into_the_Thames._Fortunately_it_was_low_tide,_but_Lewis_Moore,_an_engineer_who_chanced_to_live_nearby,_realized_the_gap_must_be_plugged_before_the_tide_rose._Moore_has_stated:_'The_extent_of_land_positively_imperiled_would_be_about_4,000_acres,_and_should_it_have_passed_Woolwich_and_Greenwich_by_the_large_sewer,_it_might_have_done_immense_damage._The_whole_of_the_southern_and_eastern_side_of_London_being_more_or_less_below_the_level_of_high_water.'_Navvies_building_Crossness_Pumping_Station_and_the_garrison_at_the_Woolwich_Arsenal_raced_to_the_site_of_the_explosion_and_worked_against_the_clock_to_repair_the_damage._They_improvised_puddled_clay_and_earth-filled_artillery_sandbags_to_fill_the_gap,_saving_London_in_the_nick_of_time.;;;;;;;;;;;;;
EGGWAR;\n\nThe_Farallon_Islands,_25_miles_off_San_Francisco,_have_long_been_home_to_egging_companies,_as_they_are_the_site_of_the_largest_seabird_colony_of_the_Pacific_coast_of_North_America,_leading_to_an_abundance_of_fresh_eggs._In_1849,_Dr_Robinson,_a_recent_immigrant_to_San_Francisco,_sailed_to_the_island_to_collect_eggs_and_subsequently_founded_the_Pacific_Egg_Company,_constructing_buildings,_paths_and_landing_facilities_on_the_Farallones._The_Egg_Company_attracted_rivals,_due_to_the_amount_of_money_to_be_made_from_the_trade._A_company_of_men_led_by_David_Batchelder_repeatedly_sailed_to_the_island_but_was_removed_by_armed_men_employed_by_the_Egg_Company._The_two_forces_finally_came_to_blows_when_Batchelder_obtained_reinforcements_and_tried_forcefully_landing_on_the_guarded_island,_leading_to_an_exchange_of_fire_that_lasted_20_minutes._Two_men_were_killed_and_four_wounded,_forcing_Batchelder_to_retreat_and_securing_the_Egg_Company_monopoly.;;;;;;;;;;;;;
KALEVIPOEG;\n\nIn_pre-Christian_ancient_Estonia_there_existed_an_oral_tradition,_known_as_runic_song,_of_legends_explaining_the_origin_of_the_world._Within_old_Estonian_folklore,_a_benevolent_giant_by_the_name_of_Kalev_appears,_battling_with_other_giants_or_enemies_of_the_nation._Friedrich_Reinhold_Kreutzwald_has_collected_oral_stories_based_on_the_tale_of_Kalevipoeg,_Kalev's_son,_and_woven_them_into_an_epic_poem_of_nineteen_thousand_verses_that_reconstructs_the_tale._It_has_appeared_in_print_in_Kuopio_Finland_in_its_third,_abridged_version._Earlier_versions_were_not_printable_due_to_censorship._The_publication_now_makes_Estonian_oral_tradition_available_to_all,_strengthening_national_identity_as_a_result._More_importantly,_it_has_ensured_that_the_tale_of_Kalevipoeg_is_recorded_for_generations_to_come_and_not_lost_to_time_like_so_many_other_ancient_oral_traditions.;;;;;;;;;;;;;
PANTADEUSZ;\n\nPolish_poet,_writer,translator_and_philosopher_Adam_Mickiewicz_has_written_an_epic_poem_titled_'Pan_Tadeusz'_that_has_been_published_by_Aleksander_Jelowicki_in_Paris._The_full_English_name_is_'Sir_Thaddeus,_or_the_Last_Foray_in_Lithuania:_A_Nobility's_Tale_of_the_Years_1811–1812,_in_Twelve_Books_of_Verse'._The_story_takes_place_over_the_course_of_five_days_in_1811_and_two_days_in_1812,_during_the_joint_occupation_of_Poland_by_Russia,_Prussia,_and_Austria._The_poem_is_set_in_the_village_of_Soplicowo,_the_country_estate_of_the_Soplica_clan_in_the_Russian_partition._Pan_Tadeusz_recounts_the_story_of_two_feuding_noble_families,_and_the_love_between_Tadeusz_Soplica_(the_title_character)_of_one_family,_and_Zosia_of_the_other._A_subplot_involves_a_spontaneous_revolt_of_the_local_inhabitants_against_the_occupying_Russian_garrison._Mickiewicz,_an_inhabitant_of_Paris_and_thus_beyond_the_reach_of_Russia,_writes_openly_about_the_occupation.;;;;;;;;;;;;;
LOCHNESS;\n\nLegends_about_a_monster_in_the_Scottish_lake_Loch_Ness_have_abounded_since_the_year_565,_when_an_Irish_monk,_Saint_Columba,_wrote_of_a_man_being_killed_by_a_water_beast._Now,_the_legend_has_regained_prominence_with_the_publication_of_a_photo_purported_to_show_the_monster_having_been_published_in_the_Daily_Mail._It_shows_a_small_head_and_back_rising_from_the_water_surrounded_by_ripples_in_the_Loch._While_some_cast_doubt_on_the_picture,_dismissing_it_as_driftwood,_an_elephant,_an_otter_or_a_bird,_the_picture_is_widely_considered_as_evidence_for_the_existence_of_the_monster,_dubbed_'Nessie'.;;;;;;;;;;;;;
URUGUAYANTHEM;\n\nThough_Uruguay_received_an_anthem_in_the_form_of_lyrics_by_poet_Francisco_Acuña_de_Figueroa,_it_has_always_lacked_official_music._Several_proposed_musical_settings_have_failed_to_gain_public_support_until_now._Hungarian-born_composer_Francisco_José_Debali,_has,_with_assistance_from_Fernando_Quijano,_an_actor_and_musician,_composed_the_definitive_version_of_Uruguay's_anthem._The_composition_is_inspired_by_operas_of_Gioachino_Rossini's_that_are_popular_in_Montevideo_theaters._The_Uruguayan_anthem_is_now_the_longest_anthem_internationally_at_105_bars_of_music,_lasting_about_five_to_six_minutes.;;;;;;;;;;;;;
COSTARICAANTHEM;\n\nCosta_Rica_and_its_people_have_recently_realized_that_they_have_heretofore_lacked_a_national_anthem_to_represent_themselves_outward_on_the_international_stage._To_solve_this_predicament,_composer_Manuel_María_Gutiérrez_Flores_has_collaborated_with_French_adventurer_Gabriel-Pierre_Lafond_de_Lurcy_to_create_a_national_anthem_for_the_country._The_anthem_was_played_in_public_for_the_first_time_by_the_Banda_de_San_José._It_is,_at_this_point,_purely_instrumental_and_lacks_lyrics._It_will,_nonetheless,_shape_the_future_of_Costa_Rica.;;;;;;;;;;;;;
GUATEMALAANTHEM;\n\nGuatemala_has_long_lacked_a_national_anthem,_though_efforts_have_been_made_by,_among_others,_the_El_Porvenir_Literary_Society_to_create_one._Now,_a_competition_has_been_organized._The_winner_is_Rafael_Álvarez_Ovalle_who_unanimously_won_the_jury's_approval,_much_to_the_chagrin_of_the_other_competitors._Lyrics_to_the_music_have_been_written,_yet_their_author_remains_a_mystery._The_premiere_of_the_anthem_has_taken_place_in_the_literary_lyrical_act_held_at_the_Colón_Theater_amid_much_celebration_in_a_victory_for_Guatemalan_culture_and_heritage.;;;;;;;;;;;;;
JAPANANTHEM;\n\nKimigayo_or_'His_Imperial_Majesty's_Reign'_is_an_ancient_waka_poem_of_the_Heian_period_created_by_an_unknown_author._When_visiting_in_1869,_John_William_Fenton,_a_Irish_military_band_leader,_realized_that_there_was_no_national_anthem_in_Japan._He_spoke_to_Iwao_Oyama,_an_officer_of_the_Satsuma_Clan,_who_selected_Kimigayo_as_lyrics_for_him_to_use_as_base_for_an_anthem._Fenton_debuted_his_proposal_for_the_anthem_before_the_Emperor_in_1870_but_it_was_discarded_because_it_'lacked_solemnity'._In_1880,_the_Ministry_of_the_Imperial_Household_adopted_a_new_melody_composed_by_Yoshiisa_Oku_and_Akimori_Hayashi._This_was_still_not_fully_satisfactory_and_carried_Fenton's_influence._Now,_German_musician_Franz_Eckert_has_applied_the_melody_with_Western_style_harmony,_creating_the_definitive_version_of_Kimigayo_that_has_been_officially_adopted_as_national_anthem_and_will_be_used_forevermore.;;;;;;;;;;;;;
HAITIANTHEM;\n\nHaiti,_despite_being_the_first_country_of_the_new_world_to_gain_its_independence_from_European_colonizers,_has_never_had_an_anthem._This_is_why,_to_commemorate_the_100th_anniversary_of_the_Haitian_Revolution,_a_competition_has_been_held_for_a_national_anthem._The_poetic_words_of_Justin_Lhérisson_and_martial_composition_of_Nicolas_Geffrard_won_over_the_judges,_who_preferred_it_to_'L'Artibonitienne'_by_Capois_diplomat_Louis_Edouard_Pouget._The_anthem_has,_in_an_event_organized_by_the_Association_du_Petit_Théâtre,_premiered_at_the_entry_into_Port-au-Prince._It_was_sung_by_Auguste_de_Pradines,_also_known_as_Kandjo.;;;;;;;;;;;;;
CUBAANTHEM;\n\nWith_Cuba_finally_having_gained_its_independence,_the_time_has_come_to_adopt_an_official_national_anthem_and_La_Bayamesa_has_been_chosen._'El_Himno_de_Bayamo'_is_a_song_composed_by_Perucho_Figueredo_during_the_Battle_of_Bayamo_against_the_Spanish_oppressors._After_their_capitulation,_the_jubilant_people_surrounded_Figueredo_and_asked_him_to_write_an_anthem_with_the_melody_they_were_humming._Right_on_the_saddle_of_his_horse,_Figueredo_wrote_the_lyrics_of_the_anthem._He_was_captured_and_executed_by_the_Spanish_two_years_later._Just_before_the_firing_squad_received_the_command,_Figueredo_shouted_the_line_from_his_song:_'Morir_por_la_Patria_es_vivir!';;;;;;;;;;;;;
GREEKANTHEM;\n\nDionysius_Solomos_wrote_'Hymn_to_Liberty'_or_'Hymn_to_Freedom'_in_1823_in_Zakynthos,_and_one_year_later_it_was_printed_in_Messolonghi._Now,_over_two_decades_thereafter,_the_Corfiot_composer_Nikolaos_Chalikiopoulos_Mantzaros_has_composed_two_choral_versions,_a_long_one_for_the_whole_poem_and_a_short_one_for_the_first_two_stanzas._The_latter_has_become_the_Greek_national_anthem._The_long_version_is_the_longest_anthem_internationally_by_number_of_words_and_describes_the_struggle_for_Greek_independence,_the_execution_of_Patriarch_Gregory_V,_the_reaction_of_the_Great_Powers,_the_Siege_of_Tripolitsa_and_other_events_of_the_war.;;;;;;;;;;;;;
HENRYDEATH;\n\nPresident_William_Henry_Harrison_has_passed_away._He_was_born_a_son_of_founding_father_Benjamin_Harrison_in_1773_and_entered_the_army_at_age_18._He_went_on_to_serve_in_the_1794_Battle_of_Fallen_Timbers_in_the_Northwest_Indian_War_and_lead_troops_against_Tecumseh'sconfederacy_at_the_Battle_of_Tippecanoe_in_1811._He_was_promoted_to_major_general_in_the_Army_during_the_War_of_1812,_leading_America_to_victory_at_the_Battle_of_the_Thames_in_Upper_Canada._In_the_presidential_election_of_1840,_he_became_the_Whig_candidate_and_faced_off_against_the_Democratic_Martin_Van_Buren_who_had_become_very_unpopular_due_to_the_economic_depression_following_the_Panic_of_1837._Harrison_won_in_a_landslide:_234_electoral_votes_to_Van_Buren's_60._Tragically,_despite_having_been_administered_bloodletting_and_opium_by_his_doctor,_he_has_died_only_31_days_after_his_inauguration_due_to_pneumonia_in_the_right_lung._Vice_president_John_Tyler_has_succeeded_Harrison,_though_this_has_been_slightly_contentious_due_to_Harrison_being_the_first_president_to_die_in_office.;;;;;;;;;;;;;
ZACHDEATH;\n\nPresident_Zachary_Taylor_has_suddenly_died_of_a_stomach_disease._Taylor_was_born_on_a_Virginia_plantation_in_1784_but_soon_moved_to_a_small_woodland_cabin_in_Kentucky._He_joined_the_military_in_1808_and_served_as_an_officer_in_the_War_of_1812,_the_Black_Hawk_War_and_the_Second_Seminole_War._He_then_played_a_crucial_role_in_the_Mexican-American_War,_leading_the_army_to_victory_in_the_battles_of_Palo_Alto,_Resaca_de_la_Palma,_Monterrey_and_Buena_Vista_despite_being_outnumbered._This_won_him_immense_popularity_among_the_American_people,_being_compared_to_George_Washington_and_Andrew_Jackson,_previous_presidents_with_military_backgrounds._He_ran_as_the_Whig_candidate_in_the_presidential_election_of_1848,_facing_off_against_the_Democratic_candidate_Lewis_Cass_who_lost_votes_to_former_president_Martin_Van_Buren_who_ran_under_the_Free_Soil_Party._Taylor_suddenly_contracted_a_severe_case_of_cholera_morbus_and_perished_within_5_days_of_falling_ill,_leading_some_to_suspect_foul_play._He_has_been_succeeded_by_vice_president_Millard_Fillmore.;;;;;;;;;;;;;
MAYDEMONSTRATION;\n\nThe_national_Constituent_Assembly_recently_elected_a_new_government,_the_so-called_executive_committee_of_the_French_Republic._It_is_largely_composed_of_moderate_Republicans_who_oppose_the_radical_policies_of_the_former_provisional_government._To_insulate_itself_from_the_inevitable_popular_pressure_of_Paris,_the_government_has,_in_an_act_seen_by_many_as_undemocratic,_banned_political_parties_and_special-interest_groups_from_sending_delegations_to_read_petitions_to_the_Assembly,_a_practice_from_the_1789_revolution._Additionally,_the_meek_foreign_policy_of_non-interference_in_any_other_European_revolution_has_drawn_criticism._Parisian_militants,_mostly_radicals,_held_a_demonstration_in_support_of_the_oppressed_Poles._They_headed_for_the_Palais_Bourbon,_where_the_Assembly_was_meeting,_and_forced_their_way_into_the_chamber,_leading_the_Assembly_to_dissolve._The_crowd_then_marched_to_the_City_Hall_of_Paris,_where_it_proclaimed_a_radical_insurrectionary_government._The_city_hall_was_then_besieged_by_the_national_guard,_dislodging_the_protesters.;;;;;;;;;;;;;
EVTDESC00090;\n\nDespite_the_best_efforts_of_the_international_community,_the_superiority_of_Franco-Spanish_arms_on_the_field_has_been_proven_definitively_over_those_of_the_powers_arrayed_against_the_Bourbon_Empire._As_the_guns_fall_silent,_Europe_has_been_forced_to_acknowledge_the_existence_of_the_rising_power_in_the_west,_and_to_recognize_the_union_between_France_and_Spain_as_legitimate,_undoing_the_treaty_of_Utrecht_once_and_for_all._While_this,_at_least_for_the_time_being,_ends_the_external_threat_to_the_existence_of_the_monarchy,_there_yet_remains_many_internal_challenges_for_the_Empire_to_sort_out_if_it_seeks_to_take_its_place_in_the_sun.;;;;;;;;;;;;;
EVTDESC00079;\n\nA_strange_tide_befalls_the_peoples_of_western_Europe,_as,_almost_anachronistically,_a_personal_union_has_come_to_radically_upend_the_balance_of_power._In_the_midst_of_the_liberal_revolutions,_the_rise_of_nationalism_and_nation-states,_and_an_era_where_the_Ancien_Regime_was_thought_to_have_died_with_the_advent_of_modern_liberalism,_it_is_the_forces_of_traditionalism,_of_dynastic_politics_stretching_back_centuries,_that_have_found_themselves_in_this_prime_position._The_Bourbon_King_of_France_and_the_Carlist_king_of_Spain_are_now_one_and_the_same,_uniting_the_two_realms_into_a_single_state._This_coronation_vindicates_the_eternal_beliefs_of_the_traditionalist_nobility_and_upper_society,_but_raises_the_ire_of_not_only_liberals_and_nationalists._It_falls_in_brazen_violation_of_the_Treaty_of_Utrecht,_which_forbids_the_union_of_the_lines_of_France_and_Spain._This_action_poses_an_existential_threat_to_the_balance_of_power_in_Europe,_and_undoubtedly_there_will_be_a_vitriolic_response_from_the_international_community._The_coming_years_will_be_ones_of_turbulence_unmatched_since_the_days_of_Napoleon.;;;;;;;;;;;;;
EVTDESC00094;\n\nWith_the_unification_of_the_two_joint_realms_of_France_and_Spain_and_the_quiet_of_peace_comes_the_first_major_crisis_of_the_union,_that_being_the_issue_of_language._While_the_two_realms_have_often_been_very_close_diplomatically,_culturally_they_are_very_far_apart,_and_linguistically_even_more_so._While_a_simple_solution_would_be_to_remain_bilingual,_that_would_clearly_come_at_great_cost_to_the_organization_and_structure_of_the_realm.;;;;;;;;;;;;;
EVTDESC00095;\n\nThe_dualist_character_of_the_Bourbon_realm_has_caused_a_great_upset_in_both_the_French_and_Spanish_sections_of_the_empire_a_great_upset,_as_both_parties_considered_themselves_rightfully_the_leaders_of_the_union,_and_much_expected_the_Bourbon_realm_to_merely_be_an_extension_of_their_own._With_this,_the_idea_of_the_Ancien_Regime_itself_being_a_foreign_concept,_an_occupation_by_elites_of_a_royalist_character,_has_become_increasingly_prominent_in_social_circles._Radicals_have_gained_much_by_capitalizing_on_this_resentment,_promoting_a_separation_of_the_two_artificially_fused_realms._While_staunch_monarchists_remain_loyal,_violence_is_doubtlessly_soon_to_commence.;;;;;;;;;;;;;
EVTDESC00098;\n\nWhile_the_Bourbon_Realm_unified_the_two_lines_of_the_French_and_Spanish_Bourbons,_it_did_not_resolve_the_unfortunate_political_disputes_in_Spain_proper_between_the_Carlists,_the_very_same_line_on_the_throne_of_the_Bourbon_empire,_and_the_liberal_Christinos._Whereas_in_recent_years_the_latter_have_increasingly_moved_their_support_away_from_royal_squabbles_and_into_the_realm_of_liberal_revolution,_the_divide_continues_to_exist_within_our_empire._With_the_character_of_our_monarchy_taking_one_distinctly_separate_from_that_of_a_Spanish_nationality,_the_liberals_and_radicals_in_Spain_have_mounted_a_resistance_to_our_rule,_and_undoubtedly_will_soon_strike.;;;;;;;;;;;;;
EVTDESC00100;\n\nDespite_the_best_efforts_of_the_Bourbon_monarchy_to_keep_the_French_people_in_line,_fears_of_foreign_domination_have_come_to_dominate_French_society,_and_deep-seeded_republican_sentiments_have_taken_the_union_as_a_great_source_of_propaganda,_showing_off_the_Spanish_character_of_the_monarchs_and_the_seeming_preference_for_Spanish_ways_of_life_over_those_of_France_as_a_clear_indication_that_the_French_people_are_under_threat_of_being_oppressed_by_a_foreign_monarch,_and_by_a_people_historically_subservient_to_their_interests,_no_less._These_radicals_have_come_to_form_the_French_National_Front,_a_paramilitary_organization_dedicated_to_'liberating'_the_French_people_from_the_Bourbon_monarchy,_and_to_establish_a_true_nationalist_republic_in_their_wake._This_does_not_bode_well.;;;;;;;;;;;;;
EVTDESC00091;\n\nJuan_III,_dual_king_of_France_and_Spain,_known_in_France_as_Jean_III,_has_died_on_this_day._The_crowns_of_France_and_Spain_pass_together_down_to_his_successor_Carlos_VII,_who_will_also_be_crowned_duly_as_Charles_XI.;;;;;;;;;;;;;
EVTDESC00092;\n\nCarlos_VII,_known_in_France_as_Charles_XI,_king_of_both_France_and_Spain,_has_died_on_this_day._The_Bourbon_realms_now_pass_to_Jaime_III,_known_in_France_as_Jaime_I.;;;;;;;;;;;;;
EVTDESC00093;\n\nJaime_III,_known_in_France_as_Jaime_I,_has_died_today._His_throne_passes_rightfully_to_Alfonso_I,_known_in_France_as_Charles_XII.;;;;;;;;;;;;;
VERSAILLESLOOTING;\n\nIn_the_course_of_the_struggle_that_our_nation_faced_recently,_the_Palace_of_Versailles_was_lost_to_those_who_wished_to_see_it_reduced_to_rubble._The_château_was_stormed_and_stripped_of_all_valuables_before_being_burnt_to_the_ground._This_is_an_immense_loss_of_irreplaceable_French_culture,_history_and_prestige._The_aristocracy_has_taken_a_devastating_blow_and_lost_its_dominant_position_in_our_country.;;;;;;;;;;;;;
EVTDESC00052;\n\nHenri_V,_king_of_France,_graced_by_God,_has_passed._Leaving_no_children,_the_legitimate_successors_to_the_Bourbon_line_of_Louis_XIV_have_fully_died_out,_and_a_new_king_must_be_chosen._Philippe_of_Orléans,_cousin_of_the_late_king,_is_by_succession_rights_set_to_inherit_the_throne._However,_he_is_a_typical_democrat_of_the_House_of_Orléans_and_would_likely_strive_for_liberal_reforms._Some_nobles_thus,_and_to_keep_a_Bourbon_as_king,_oppose_his_succession_and_instead_promote_Jaime,_or_Jean,_of_the_so-called_Spanish_Bourbons_-_descended_from_Philip,_grandson_of_our_Louis_XIV,_but_prohibited_by_the_Treaty_of_Utrecht_to_inherit_the_French_throne_or_unite_the_two_crowns._Moreover,_this_line_is_blatantly_Spanish_and_thus_would_not_only_breach_the_tradition_that_no_foreigner_may_sit_on_the_throne_of_France,_but_such_a_Spanish_king_would_also_be_foreign_to_the_French_people._However,_were_we_to_rescind_the_Treaty_of_Utrecht,_it_would_open_the_possibility_of_a_power_far_outstripping_most_of_Europe,_by_uniting_the_Spanish_and_French_thrones_into_one._As_the_court_reads_the_will_of_the_late_king_Henry,_forgery_or_not,_the_tides_of_Providence_move_the_throne_to...;;;;;;;;;;;;;
EVTDESC00053;\n\nJean_III,_King_of_France,_rightful_king_of_Spain,_has_died_on_this_day,_after_only_a_short_5_year_reign._With_him,_the_line_now_passes_to_the_next_among_the_Spanish_Carlists,_a_more_conservative_choice_than_the_prior_king._He_shall_be_coronated_as_Charles_XI_of_France._A_military_man,_it_is_yet_to_be_seen_whether_he_will_enforce_the_claim_inherited_by_Jean_III_to_the_Spanish_throne,_or_whether_that_eventuality_remains_little_more_than_a_pipe_dream_to_the_Bourbon_throne.;;;;;;;;;;;;;
EVTDESC00054;\n\nOn_this_day,_Charles_XI,_king_of_France_and_the_rightful_heir_to_the_Spanish_throne,_has_died._He_shall_be_followed_by_Jaime_I._His_procession_is_one_of_controversy,_seen_to_some_as_a_return_to_proper_conservatism_and_a_reaffirming_of_the_noble_privileges,_and_to_others_as_a_categorical_failure,_and_a_return_to_the_reactionary_politics_so_indicative_of_the_Carlist_and_Legitimiste_causes._Nonetheless,_he_shall_be_followed_by_Jaime,_who_inherits_both_the_duchy_of_Madrid_and_the_kingdom_of_Spain,_to_be_titled_Jaime_III.;;;;;;;;;;;;;
