Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTDESC190324;For_a_long_period_of_time_coffee_had_been_the_national_drink_of_our_people._With_smoking_in_coffee_houses_being_a_national_past_time._However_As_most_coffee_producing_regions_are_located_far_away,_making_shipping_difficult_and_expensive,_it_is_a_pleasure_few_can_afford._As_the_the_tea_producing_regions_of_India_and_China_are_nearer_to_$COUNTRY$,_tea_has_proven_tea_highly_priced_-cheaper-_alternative_to_coffee._This_has_caused_a_gradual_shift_away_from_coffee_towards_tea_over_the_past_the_decades,_leaving_tea_the_national_drink\n\nBut_like_coffee,_tea_still_has_to_be_imported._To_remedy_this_it_has_been_suggested_we_start_our_own_tea_plantations._The_region_around_Rasht,_with_its_mild_weather,_plenty_of_precipitation_and_good_-slightly_acidic-_soil,_seems_to_be_a_good_contender._However,_as_tea_is_one_of_the_most_valuable_produces_of_British_India,_the_British_might_not_take_well_to_us_establishing_our_own_tea_industry.;;;;;;;;;;;;;
EVTNAME190325;Berigad-e Qazzaq\n[The Persian Cossacks];;;;;;;;;;;;;
EVTDESC190325;The_Persian_army's_performance_in_relation_to_its_Western_counterparts_has_so_far_proven_to_be_less_than_satisfactory._Even_the_elite_Royal_Cavalry_has_disappointed._Western_observers_who_have_observed_them_have_often_derisively_commented_on_their_performance,_calling_them_'untrained_and_undisciplined'.\nDuring_our_travels_in_Europe_the_Russian_Cossacks_displayed_particular_rigor_in_their_skill_and_ability._It_has_been_suggested_we_apply_for_Russian_support,_and_start_training_our_own_Caucasian_population_in_the_manner_of_the_Russian_Cossack.;;;;;;;;;;;;;
EVTNAME190326;A Promising Officer;;;;;;;;;;;;;
EVTDESC190326;The_Persian_Cossacks_have_proven_to_be_the_most_effective_military_unit_in_our_arsenal._As_such_it_has_become_a_proving_ground_for_young_and_ambitious_officers._Originally_not_a_path_for_political_advancement_-originally_only_Caucasian_muhajirs_could_become_officers,_often_through_inheritance-,_but_with_Persians_now_swelling_the_ranks_the_Cossacks_have_become_a_recruiting_ground_for_political_talent._One_particular_officer_-by_the_name_of_Reza_Khan-_has_caught_attention._Said_to_be_highly_intelligent_and_extremely_charismatic._He_has_a_keen_mind_for_matters_of_state_and_modernizing_the_establishment_and,_with_some_support,_he_could_go_far_in_our_administration.;;;;;;;;;;;;;
EVTNAME190327;The Swedish Gendarmerie;;;;;;;;;;;;;
EVTDESC190327;The_Constitutional_Revolution_has_left_our_central_authority_fractured_and_weakened._A_power_vacuum_has_emerged_in_the_country_side_which_is_leading_to_disturbances._Without_central_authority,_bandits_are_left_free_to_roam._Such_a_burden_to_commerce_have_these_bandits_become_that_the_British_are_now_demanding_we_either_deal_with,_or_accept_that_they_will.\n\nLacking_a_effective_police_force_to_deal_with_the_bandits,_it_has_been_suggested_we_contact_a_neutral_European_power_for_help_to_establish_a_highway_gendarmerie.;;;;;;;;;;;;;
EVTNAME190328;The Mashrutiyyat\n[Constitutional Revolution];;;;;;;;;;;;;
EVTDESC190328;Our_dire_financial_situation_and_general_weakness_has_left_our_court_to_be_behold_of_foreign_interests,_with_the_Shah_being_little_more_than_a_figurehead_while_infidels_run_the_country._Infidels_to_whom_our_natural_resources_are_being_pandered,_and_all_to_pay_of_debts_caused_by_government_extravagance._Instead_of_investing_in_and_strengthening_the_country,_the_whole_system_seems_to_only_serve_to_enrich_the_rich_and_impoverish_the_common_folk.\nThe_repaying_of_foreign_debt_has_become_quite_the_contentious_issue,_especially_among_the_bazaari._Protests_against_high_taxes_and_tariffs_are_common,_but_the_bastinadoing_of_a_bazaari_for_a_minor_offense_has_made_things_come_to_a_head._Massive_protests_have_broken_out_all_over_Tehran,_and_the_bazaari_have_-with_the_full_support_of_the_ulama-_closed_down_the_bazaar!_Their_demands:_The_removal_of_offending_government_figures,_the_implementation_of_a_constitution_and_the_creation_of_a_parliament_to_oversee_the_government_financing.;;;;;;;;;;;;;
EVTNAME190329;Unrest in Khorasan;;;;;;;;;;;;;
EVTDESC190329;The_upheaval_of_the_Constitutional_Revolution_has_left_central_authority_fractured_and_weakened._As_a_result_a_power_vacuum_has_now_arisen_in_Khorasan,_which_is_being_exploited_both_by_local_rulers_and_robbing_bandits._With_the_province_now_becoming_the_domain_of_more_or_less_independent_warlords,_the_province_is_rapidly_becoming_unsafe_to_travel.;;;;;;;;;;;;;
EVTNAME190330;Khorasan Rebels!;;;;;;;;;;;;;
EVTDESC190330;The_unrest_of_Khorasan_has_reached_such_a_degree_that_an_enterprising_colonel_by_the_name_of_Pessian_has_decided_to_take_matters_into_his_own_hands._With_a_small_group_of_gendarmes_he_stormed_the_residence_of_the_governor,_and_took_control_over_the_region._He_has_instituted_military_rule_and_is_quickly_establishing_his_authority_over_the_region.;;;;;;;;;;;;;
EVTNAME190331;Jangali Rebels in Gilan;;;;;;;;;;;;;
EVTDESC190331;The_ideals_of_the_Constitutional_Movement_-the_complete_independence_of_Persia_from_foreign_influence_and_democracy-_have_not_died_yet._A_group_of_militants_have_rallied_around_a_man_called_Mirza_Kuchik_Khan_in_Gilan_to_fight_for_the_movement.\nMirza_Kuchik_and_his_band_of_bandits_are_now_targeting_all_those_opposed_to_the_ideals_of_the_Constitutional_Movement:_foreigners,_bandits,_but_also_the_old_and_privileged_aristocracy,_claiming_they_all_add_to_the_suffering_of_the_common_people.\nAs_perceived_protectors_of_the_common_folk,_the_jungle_rebels_of_Gilan_are_rapidly_gaining_popularity.;;;;;;;;;;;;;
EVTNAME190332;Gilan Rebels!;;;;;;;;;;;;;
EVTDESC190332;The_Jangali_Rebels_are_revolutionaries_adhering_to_the_ideals_of_the_Constitutional_Movement:_A_Persia_free_of_foreign_influence_and_ruled_by_the_Shah_by_accountable_to_the_people._Over_the_past_few_years_they_launched_an_insurgency_in_the_forests_around_the_Caspian_Sea,_attacking_bandits,_foreign_agents,_as_well_the_old_landed_aristocracy_who_proved_unwilling_of_letting_go_of_their_privilege.\nThe_rebels_have_always_been_fiercely_nationalistic,_hoping_to_achieve_their_goals_on_a_national_level._However,_by_now_the_revolutionaries_feel_that_the_real_problem_in_Persia_is_the_domination_of_government_by_the_nobility_and_aristocracy._They_only_way_to_reform_Persia_in_its_totality_is_to_get_rid_of_the_ruling_classes_completely._Having_lost_faith_that_this_can_be_achieved_on_a_national_level,_the_rebels_have_started_implementing_it_on_a_regional_level.;;;;;;;;;;;;;
EVTNAME190333;The Persian Socialist Soviet Republic;;;;;;;;;;;;;
EVTDESC190333;The_Jangali_Rebels_are_revolutionaries_adhering_to_the_ideals_of_the_Constitutional_Movement:_A_Persia_free_of_foreign_influence_and_ruled_by_the_Shah_by_accountable_to_the_people._Over_the_past_few_years_they_launched_an_insurgency_in_the_forests_around_the_Caspian_Sea,_attacking_bandits,_foreign_agents,_as_well_the_old_landed_aristocracy_who_proved_unwilling_of_letting_go_of_their_privilege.\nThe_rebels_have_always_been_fiercely_nationalistic,_hoping_to_achieve_their_goals_on_a_national_level._However,_by_now_the_revolutionaries_feel_that_the_real_problem_in_Persia_is_the_domination_of_government_by_the_nobility_and_aristocracy._They_only_way_to_reform_Persia_in_its_totality_is_to_get_rid_of_the_upper_classes_completely._They_have_now_reached_out_to_other_communists_world_wide_to_support_their_nascent_class_struggle.;;;;;;;;;;;;;
EVTNAME190334;The Simko Shikak Revolt;;;;;;;;;;;;;
EVTDESC190334;The_murder_of_the_Assyrian_Nestorian_patriarch_Mar_Shamon_have_left_the_Kurdish_borderlands_reeling_under_communal_violence._Christians_taking_revenge_on_the_Muslims_population,_Muslims_seeking_revenge_on_the_Christian_population_in_return._Christians_of_different_sects_killing_each_other._The_terror_by_which_the_region_is_ruled_is_unimaginable.\nIn_the_end_only_one_man_was_left_standing:_the_Kurdish_Muslim_Simko_Shikak_-the_man_who_was_also_behind_the_assassination_of_Mar_Shamon._He_has_subsequently_rallied_the_Kurdish_tribesmen_behind_his_cause._It_is_likely_that_he_will_seek_to_establish_an_independent_Kurdish_homeland.;;;;;;;;;;;;;
EVTNAME190335;Arab Unrest in Khuzestan;;;;;;;;;;;;;
EVTDESC190335;The_Arabs_in_Khuzestan_have_long_been_left_to_run_their_own_affairs._So_long_as_our_authority_was_recognized_and_tax_receipts_arrived_on_time,_real_power_has_be_left_in_the_hands_of_local_leaders._However,_with_the_upheavals_of_the_Constitutional_Revolution_central_authority_has_been_weakened_and_local_tribes_have_started_asserting_their_independence_in_the_region.\nCombined_with_the_rise_of_robber_bandits_this_has_left_the_region_unsafe_for_travel.;;;;;;;;;;;;;
EVTNAME190336;The Sheikh Khazal Rebellion;;;;;;;;;;;;;
EVTDESC190336;The_Arabs_of_Khuzestan_have_long_been_left_to_run_their_own_affairs,_so_long_as_the_taxes_were_paid._The_recent_upheavals_in_the_country_have_reduced_our_ability_to_collect_the_taxes_and_further_weakened_our_authority._The_Arabs_tribes,_previously_left_divided,_have_now_unified_under_the_leadership_of_Sheikh_Khazal_and_declared_themselves_independent_of_our_rule.;;;;;;;;;;;;;
EVTNAME190337;The Coup of $YEAR$;;;;;;;;;;;;;
EVTDESC190337;The_various_disorders,_mutinies_and_widespread_unrest_in_the_country_has_resulted_in_the_near_total_collapse_of_government,_with_only_the_vaunted_Cossack_Brigade_being_able_to_offer_some_semblance_of_central_authority._The_resulting_government_crisis_in_the_capital_has_shown_the_current_dynasty_to_be_corrupt_and_ineffective,_but_has_also_shown_that_there_is_room_for_new_government.\nFrom_the_Cossacks_now_arisen_a_'man_on_horseback'_to_save_the_nation_from_chaos._Commander_Reza_Khan_has_taken_his_detachment_of_Cossacks_to_Tehran_and,_with_little_bloodshed,_forced_the_dissolution_of_the_Majles_and_his_own_installation_as_minister_of_war.;;;;;;;;;;;;;
EVTNAME190338;The Pahlavi Dynasty;;;;;;;;;;;;;
EVTDESC190338;'Escorted_by_his_generals_and_his_ministers_bearing_jewels_and_regalia,_the_aigrette_in_his_cap_blazing_with_the_diamond_known_as_the_Mountain_of_Light,_wearing_a_blue_cloak_heavy_with_pearls,_the_Shah_advanced_towards_the_Peacock_Throne._The_European_women_curtsied_to_the_ground:_the_men_inclined_themselves_low_on_his_passage:_the_mullahs_shambled_forward_in_a_rapacious,_propriety_wave:_the_little_prince,_frightened,_possessed_himself_of_a_corner_of_his_father's_cloak._..._With_his_own_hands_he_removed_the_cap_from_his_head,_with_his_own_hands_he_raised_and_assumed_the_crown,_while_two_ministers_stood_by,_holding_the_dishonored_tiaras_of_the_Kajar_dynasty._Then_from_outside_came_a_salvo_of_gun,_making_the_windows_rattle,_proclaiming_to_the_crowds_in_the_streets_that_Reza_Khan_was_King_of_Kings_and_the_Center_of_the_Universe.'_-Vita_Sackville-West\nThe_majles_have_formally_deposed_the_last_Qajar_Shah_and_installed_Reza_Pahlavi_as_Shah.;;;;;;;;;;;;;
EVTNAME190339;Azadistan;;;;;;;;;;;;;
EVTDESC190339;The_failure_of_the_constitutional_revolution_to_bring_modernity_and_independence_to_Persia_combined_with_the_sorry_state_of_the_country,_has_let_one_enterprising_member_of_the_Majles_to_declare_an_independent_republic_around_Tabriz._He_does_not_consider_himself_a_rebel,_but_rather_hopes_to_show_what_can_be_achieved_if_the_ideals_of_the_Constitutional_Movement_can_be_realized.;;;;;;;;;;;;;
EVTNAME190340;The Babi Bloodbath;;;;;;;;;;;;;
EVTDESC190340;While_riding_briefly_ahead_of_the_royal_guards_a_small_group_of_angry_Babis_approached_the_Shah,_ostensibly_with_a_petition_demanding_redress_for_the_insult_done_by_the_execution_of_the_Bab.\nBut_the_petition_was_but_a_ruse!_One_Babi_grabbed_the_reins_of_the_Shah's_horse_and_fired_at_him._At_the_same_time_a_second_babi_opened_fire_as_well._The_Mustawfi_al-Mamalik_reacted_promptly_and_pulled_the_Shah_from_his_horse,_but_that_did_not_save_him_from_a_third_assassin_who_jumped_the_Shah_with_a_dagger.\n\nThe_royal_entourage,_watching_from_a_distance,_were_slow_to_react._Some_even_panicking_and_racing_back_to_Tehran,_bringing_with_them_the_news_and_spreading_fear_of_a_general_Babi_uprising.\nBut_the_Shah_lives,_suffering_only_minor_scratches_during_his_ordeal.;;;;;;;;;;;;;
EVTNAME190343;The Death of Abbas Mirza Shah;;;;;;;;;;;;;
EVTDESC190343;The_Shah_has_died_today_aged_69._Abbas_Mirza_was_the_younger_son_of_Fath-Ali_Shah,_but_on_account_of_his_mother's_royal_birth_was_destined_by_his_father_to_succeed_him._Abbas_was_a_noted_military_commander_and_reformer_of_the_armed_forces._Further_more_he_has_been_characterized_as_an_intelligent_prince,_possessed_some_literary_taste,_and_is_noteworthy_on_account_of_the_comparative_simplicity_of_his_life._He_is_succeeded_by_Naser_ed-Din_Shah.;;;;;;;;;;;;;
EVTNAME190344;The Reuters Concession;;;;;;;;;;;;;
EVTDESC190344;A_concession_we_granted_to_a_British_baron_by_the_name_of_Julius_de_Reuter_is_causing_quite_a_stir_among_the_populace._Under_the_terms_of_the_concession_baron_de_Reuter_has_the_sole_right_to_exploit_all_new_forests,_mines_and_industry._In_exchange_building_a_railroad_and_providing_the_treasury_with_a_fixed_sum_for_5_years_plus_60%_of_net_revenue_for_20_years.\nTo_the_populace_this_is_evidence_that_the_country_is_slowly_being_taken_over_by_kafirs,_and_not_just_any_kind_of_kafir,_but_a_Jew_of_all_people._This_has_resulted_the_ulama_to_uniting_in_opposition_to_the_concession._They_have_succeeded_in_convincing_the_people_that_this_concession_will_bring_with_it_infidels_and_moral_corruption.\nThe_Russian_Legation_has_also_come_out_against_this_concession._Giving_such_sweeping_power_to_a_single_person_is_irreconcilable_with_their_interest,_and_they_will_not_accept_it.\nLastly,_the_British_government_has_made_it_know_that_they_cannot_support_this_concession.;;;;;;;;;;;;;
EVTNAME190345;The Allahdad;;;;;;;;;;;;;
EVTDESC190345;As_Jews_are_considered_najis_-ritually_unclean-_they_have_never_been_well_liked,_not_just_in_$PROVINCENAME$,_but_throughout_the_realm._Incidents_of_bullying_and_violence_against_Jews_are_thus_not_uncommon._Last_night,_however,_the_Jews_of_$PROVINCENAME$_were_subject_to_an_egregious_example_of_communal_violence.\n\nAn_incident_involving_dog's_blood_set_in_motion_a_massacre\n-though_nobody_is_quite_sure_what_happened_exactly-\nA_mob_formed_which,_while_the_synagogue_burned,_looted_the_homes_of_Jews,_with_some_even_taking_young_girls_to_marry_them._Before_the_Jewish_patriarchs_managed_to_restore_order,_and_they_only_managed_that_by_promising_the_wholesale_conversion_of_Jews_from_$PROVINCENAME$_to_Islam,_37_Jews_were_killed.;;;;;;;;;;;;;
EVTNAME190346;The $YEAR$ Shiraz Blood Libel;;;;;;;;;;;;;
EVTDESC190346;Jews_are_considered_najis_-ritually_unclean-_and_this_results_in_relations_between_them_and_Muslims_being_tense:_It_isn't_uncommon_for_random_acts_of_violence_targeting_Jews_to_occur._Recent_events_in_Shiraz_exceed_the_normal_level_animosity_by_a_fair_margin_though.\nTrouble_started_when_a_copy_of_the_Holy_Quran_was_found_in_cesspool_of_a_Jewish_home._Something_which_can_only_be_considered_a_clear_provocation_by_the_Muslims_populace,_though_some_claim_it_was_a_veiled_women_who_put_it_there._The_next_day_a_bazaari_came_forth_and_claimed_his_daughter_was_taken_by_Jews_and_killed_for_her_blood._A_claim_enraging_the_crowd_which_made_for_the_Jewish_quarter_the_following_day._Yet_it_were_the_soldiers_who_were_sent_to_protect_the_Jews_who_were_the_first_to_loot.\nLooting_lasting_for_7_hours,_leaving_12_Jews_killed,_50_injured_and_6000_bereft_of_property.;;;;;;;;;;;;;
EVTNAME190347;Tobacco Protests Die Down;;;;;;;;;;;;;
EVTDESC190347;'Most_Persian_would_rather_forego_bread_than_tobacco,_and_the_first_thing_they_would_do_at_the_breaking_of_the_fast_during_the_month_of_Ramadan_was_to_light_their_pipes.'_-European_observer\n\nWhen_the_religious_authorities_issued_a_fatwa_banning_smoking,_many_happily_obliged_in_an_effort_to_rid_the_country_of_the_Tobacco_Regie_and_the_foreign_domination_coming_with_it._However,_while_most_enthusiastically_joined_in,_as_the_ban_dragged_on_many_found_that_stopping_smoking_was_more_difficult_than_anticipated._Not_only_is_smoking_thoroughly_ingrained_in_Persian_culture,_it_is_also_terribly_addictive._As_time_wore_on_slowly_people_started_circumventing_the_ban_and_started_smoking_again._As_the_fatwa_lost_influence,_so_did_the_hold_of_the_ulama_on_the_people_decline._By_now_few_still_participate_in_the_protests_and_most_have,_begrudgingly,_accepted_the_reality_of_the_Tobacco_Regie.;;;;;;;;;;;;;
EVTNAME190348;Khorasan Rebellion!;;;;;;;;;;;;;
EVTDESC190348;The_junction_in_time_between_the_end_of_one_ruler's_reign_and_the_start_of_another's_is_always_a_period_uncertainty:_A_period_of_time_of_seeing_whether_the_authority_of_the_new_ruler_will_be_accepted._Here,_at_the_start_of_Naser_ed-Din's_reign,_two_noblemen_-Hasah_Khan_Salar_and_Ja'far_Quli_Khan_Kurd-_have_raised_the_banner_of_insurrection_and_are_attempting_to_establish_their_own_fief_around_Mashhad.\n\nHaving_raised_their_own_private_army_of_Turkmen_tribesmen,_the_unsuspected_citizens_of_Mashhad_invited_Hasah_Khan_Salat_and_Ja'far_Quli_into_the_city_with_an_eye_of_quelling_ongoing_riots._Instead_of_quelling_the_riots,_though,_they_turned_their_attention_towards_the_citadel_held_by_the_loyal_governor._While_the_citadel_held_for_some_time,_it_was_not_supplied_to_sustain_a_siege._The_governor_had_no_option_but_to_retire_and_leave_the_city_to_the_rebels!;;;;;;;;;;;;;
EVTNAME190349;The New Ruler of Herat;;;;;;;;;;;;;
EVTDESC190349;Said-Mohammed_Khan,_until_now_ruler_of_Herat,_has_grown_increasingly_unstable_in_his_personality_-some_would_argue_had_gone_outright_insane-_leaving_his_rule_increasingly_erratic._His_deputy_Nayed_Isa_Khan_has_now_declared_him_unfit_to_rule_and_to_be_fulfilling_the_will_of_the_people_by_removing_him.\n\nAs_Herat_is_traditionally_a_dependency_of_Persia,_we_as_new_ruler_of_Herat_are_expected_to_pay_homage_to_Tehran.;;;;;;;;;;;;;
EVTDESC190350;The_ruler_of_Herat_has_long_been_unstable_in_his_personality_-some_would_say_outright_insane-_and_his_rule_had_grown_increasingly_erratic._Proclaiming_him_unfit_to_rule_and_to_be_fulfilling_the_will_of_the_people,_his_deputy_Nayeb_Isa_Khan_has_seized_power_in_the_principality.\n\nThe_whole_situation_is_quickly_turning_into_a_right_old_mess._Nayeb_Isa_may_have_claimed_he_was_fulfilling_the_people's_wishes_by_removing_Said-Mohammed_Khan,_but_his_actions_are_rapidly_turning_Herat_into_a_lawless_place._What_is_worse,_however,_is_that_Nayeb_Isa_has,_without_consulting_us,_executed_Said-Mohammed_Khan_and_appropriated_his,_and_all_his_family's,_property._And_if_executing_the_rightful,_and_loyal,_governor_of_Herat_wasn't_enough,_Nayed_Isa_has_refused_to_pay_homage_and_pledge_his_loyalty!;;;;;;;;;;;;;
EVTDESC190351;The_ruler_of_Herat_has_long_been_unstable_in_his_personality_-some_would_say_outright_insane-_and_his_rule_had_grown_increasingly_erratic._Proclaiming_him_unfit_to_rule_and_to_be_fulfilling_the_will_of_the_people,_his_deputy_Nayeb_Isa_Khan_has_seized_power_in_the_principality.\n\nNayed_Isa_Khan_has_offered_the_traditional_homage_to_us,_and_reaffirmed_their_position_as_an_appendage_to_our_empire.;;;;;;;;;;;;;
EVTDESC190352;The_situation_surrounding_the_usurpation_of_power_is_quickly_spiraling_out_of_control._Not_only_is_popular_sentiment_turning_against_us,_the_transition_of_power_left_a_power_vacuum_which_is_gratefully_exploited_by_bandits,_the_$FROMCOUNTRY_ADJ$s_are_also_turning_against_us._They_have_not_taking_kindly_to_us_executing_the_previous_ruler,_Said-Mohammed_Khan,_and_refusing_to_pledge_our_loyalty.;;;;;;;;;;;;;
EVTDESC190353;In_an_effort_to_make_amends_for_his_transgressions_against_our_crown,_Nayed_Isa_Khan_has_sent_his_co-conspirator_Yusof_Mirza_to_pledge_fealty_and_as_a_guarantee_of_loyalty._He_also_pledges_to_make_amends_for_the_murder_of_Said-Mohammed.;;;;;;;;;;;;;
EVTDESC190354;We_sent_Yusof_Mirza,_our_appointed_ruler_of_Herat,_to_Tehran_to_pledge_allegiance_to_Persia_and_serve_as_surety_for_our_loyalty._Yet_the_Persians_executed_Yusof_for_conspiring_to_execute_Said-Mohammed,_and_refused_our_pledge_of_allegiance.;;;;;;;;;;;;;
EVTNAME190355;The Herat Question;;;;;;;;;;;;;
EVTDESC190355;A_change_of_government_took_place_in_Herat_recently._The_city_had_been_ruled_by_Said-Mohammed_Khan_with_Persian_blessings,_but_recently_he_is_said_to_have_suffered_from_bouts_of_insanity._His_rule_becoming_ever_more_erratic,_his_deputy_-Nayeb_Isa_Khan-_deposed_him._Arguing_that_was_the_will_of_the_people_to_rid_them_of_their_insane_ruler._However,_Herat_has_always_been_considered_a_principality_under_Persian_suzerainty._This_change_of_ruler_was_not_approved_by_Persia_and,_what_is_worse,_Nayeb_Isa_had_Said-Mohammed_executed_and_his_property_confiscated._Such_an_affront_to_their_honor_and_authority_the_Persians_could_net_let_slight._They_have_declared_war_on_Nayeb_Isa.\n\nThus_far_we_have_considered_this_to_be_an_internal_matter_for_the_Persians_to_sort_out._However_recently_we_received_communications_from_Nayeb_Isa_with_him_begging_us_to_intervene._If_we_do,_he_has_pledging_himself,_the_principality_and_the_people_of_Herat_to_us.;;;;;;;;;;;;;
EVTDESC190356;Nayeb_Isa_Khan_has_secretly_approached_$FROMCOUNTRY$_and_pledged_himself,_the_principality_and_the_people_of_Herat_to_the_$FROMCOUNTRY_ADJ$,_asking_them_to_take_over_his_principality_in_exchange_for_helping_to_fend_off_our_advance.;;;;;;;;;;;;;
EVTNAME190358;Kaveh;;;;;;;;;;;;;
EVTDESC190358;A_group_of_nationalists_and_intellectuals_have_gathered_around_famed_diplomat_Hassan_Taqizadeh_with_an_eye_of_modernizing_$COUNTRY$._Heavily_influenced_by_the_European_enlightenment_and_constitutionalist_thought,_they_have_started_a_journal_to_push_their_agenda._Called_'Kaveh',_the_journal_emphasizes_the_need_for_national_independence_and_internal_reforms,_especially_secular_and_educational_ones._Topics_broached_by_the_journal_include_the_need_for_strong_central_authority,_the_need_to_control_the_tribes,_equality_for_women_and_the_need_for_Western_education.;;;;;;;;;;;;;
EVTNAME190359;The Unveiled Protest;;;;;;;;;;;;;
EVTDESC190359;According_to_Islamic_law_it_is_forbidden_for_a_women_to_be_in_contact_with_a_unrelated_male,_they_are_even_barely_allowed_to_show_themselves_to_unrelated_males._This_has_left_women_to_spend_most_of_their_lives_in_the_private_world_of_the_family._So_engrained_in_our_culture_has_this_become_that_a_common_name_for_a_wife_is_manzel:_'the_home.'_Rich_or_poor,_women_are_confined_to,_and_devote_their_entire_lives_to,_the_family._Unless_girls_are_born_into_well-to-do_families,_their_birth_is_less_enthusiastically_welcomed._In_some_families_it_has_gotten_to_the_point_that_it_is_a_nang_(social_disgrace)_to_give_birth_to_girls.\nYet_women_are_not_some_mindless_automaton,_they_have_a_will_and_mind_of_their_own._Sensing_the_opportunities_the_Constitutional_Movement_-with_its_focus_on_modernizing-_offers,_the_women_of_Tehran_have_now_taken_to_the_streets_demanding_equal_treatment._Most_notably,_they_are_removing_the_veil_while_shouting_'Long_live_freedom!';;;;;;;;;;;;;
EVTNAME190360;The Unveiling;;;;;;;;;;;;;
EVTDESC190360;'Behind_the_closed_doors_at_home,_prohibited_from_everything_in_life,_education,_training_and_social_life,_women_are_regarded_as_mindless,_like_infants:_they_are_confined_to_the_burdens_of_household_work_and_childbearing_and_are_considered_the_slaves_and_servants_of_their_husbands.'\nThe_position_of_women_in_our_society_is_poor_to_say_the_least._Forbidden_by_Islamic_law_to_interact_with,_or_even_being_seen_by,_unrelated_males,_women_live_a_hidden_life_behind_closed_doors._On_the_rare_occasions_that_they_do_venture_out,_they_do_so_'wrapped_in_black_bags_from_head_to_the_toe_without_even_an_opening_to_breathe.'_Yet,_it_would_be_a_mistake_to_consider_women_to_be_powerless_bystanders._From_the_tobacco_protests_to_the_Constitutional_Revolution,_they_have_been_at_the_forefront_of_all_public_protests_in_recent_history._Yet_society_does_not_recognize_this._Within_our_modernizing_government_it_has_been_suggested_we_liberate_women_from_the_veil,_or_at_least_in_public_institutions.;;;;;;;;;;;;;
EVTNAME190361;Nasim-e Semal;;;;;;;;;;;;;
EVTDESC190361;A_sensational_new_journal_has_started_publication_in_the_north_of_the_country._Founded_by_journalist_and_poet_Asraf_Gilani,_Nasim-e_semal_deals_with_the_political_and_social_events_of_the_time_in_a_very_blunt_and_occasionally_colloquial_language,_with_pointed_satirical_undertones._It_is_rapidly_building_a_reputation_as_one_of_the_best_literary_works_in_circulation,_and_it_isn't_uncommon_for_people_to_recite_and_even_sing_Nasm-e_semal's_poems_during_parties.\n\nNasim-e_semal_has_become_a_firm_defender_of_the_cause_of_the_impoverished,_a_staunch_advocate_of_social_and_political_reforms_and_modernization,_and_a_vocal_admirer_of_Islam,_particularly_Shi'ism;_it_is_also_very_patriotic,_and_a_zealous_supporter_of_the_Constitutional_Movement_and_the_constitutional_revolutionaries.;;;;;;;;;;;;
EVTNAME190362;Molla Nasreddin;;;;;;;;;;;;;
EVTDESC190362;A_new_satirical_journal_has_been_set_up_in_$PROVINCENAME$_and_has_turned_in_quite_the_hit_among_our_Muslim_subjects._The_journal_is_named_after_Molla_Nasreddin_a_13th_century_cleric_who_had_a_knack_for_telling_amusing_tales_and_anecdotes._The_journal,_however,_is_more_than_just_a_collection_of_amusing_tales_and_anecdotes._It_is_a_poignant_satire_of_the_clergy_and_the_establishment_and_is_more_than_happy_to_expose_its_corruption._But_more_than_that,_the_paper_is_a_call_to_modernize_and_accept_more_advanced_Western_social_norms_and_practices._It_viciously_attacks_what_it_perceives_to_be_the_backward_lifestyles_and_values_of_the_Islamic_clergy_and_religious_fanatics.\nBeing_richly_illustrated_it_is_not_only_accessible_to_the_literate_elite,_but_has_also_become_an_hit_among_the_lower_-illiterate-_classes.;;;;;;;;;;;;;
EVTDESC190363;Published_in_Tiflis_and_smuggled_across_the_$FROMCOUNTRY_ADJ$_border,_Molla_Nasreddin_is_a_satirical_journal_which_is_rapidly_gaining_a_following_in_our_country._Combining_poetry_with_beautiful_illustrations,_the_journal_is_not_only_read_by_the_literate_classes_but_also_by_the_illiterate_peasants._All_to_the_chagrin_of_the_ulama._Molla_Nasreddin_likes_nothing_more_than_taking_jabs_at_the_ulama's_perceived_backward_lifestyle_and_values._Contrasting_their_fanaticism_with_the_enlightened_values_of_the_West,_the_journal_calls_upon_all_to_throw_off_the_shackles_of_superstition_and_adopt_advanced_Western_social_norms_and_practices.\nBut_more_than_an_advocate_of_Westernization,_Molla_Nasreddin_is_a_fierce_opponent_of_absolutism_and_imperialism._It_viciously_attacks_our_Qajar_dynasty_for_it_corruption_and_foreign_influence,_which_leaves_many_starving_and_the_country's_natural_wealth_in_the_hands_of_foreigners.;;;;;;;;;;;;;
