Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTDESC12091;The_cocoons_shrivel_and_die,_and_what_little_thread_there_is_on_them_fails_to_coagulate_properly,_and_unravels_at_the_slightest_breeze._Something_is_awry_in_the_silk_fields,_and_even_our_best_chemists_have_not_been_able_to_find_a_cure_for_the_disease_that_plagues_our_farms._Local_silk_farmers_are_outraged,_and_call_upon_the_government_to_act.;Le_cocons_se_ratatinent_et_meurent,_et_le_peu_de_fil_qu'il_y_a_sur_eux_ne_parvient_pas_à_coaguler_correctement,_et_se_désagrège_à_la_moindre_brise._Rien_ne_va_plus_dans_les_domaines_de_la_soie,_et_même_nos_meilleurs_chimistes_n'ont_pas_été_en_mesure_de_trouver_un_remède_à_la_maladie_qui_sévit_dans_nos_fermes._Les_éleveurs_de_soie_sont_outrés,_et_demandent_au_gouvernement_d'agir._;Die_Kokons_schrumpfen_und_sterben_ab,_und_die_wenigen_Fäden_auf_ihnen_koagulieren_schlecht_und_wickeln_sich_im_leisesten_Wind_von_alleine_ab._Es_ist_etwas_faul_in_den_Seidenfeldern,_und_selbst_unsere_besten_Chemiker_konnten_bis_jetzt_kein_Heilmittel_gegen_die_Seuche_finden._Örtliche_Seidenfarmer_sind_erzürnt_und_rufen_die_Regierung_zum_Handeln_auf.;;Los_capullos_se_marchitan_y_mueren,_y_el_pequeño_hilo_que_hay_en_su_interior_no_consigue_coagular_correctamente,_soltándose_al_menor_soplo_de_brisa._Algo_va_mal_en_los_campos_de_seda,_y_ni_siquiera_nuestros_mejores_químicos_han_logrado_encontrar_una_cura_para_la_plaga_que_asola_nuestras_granjas._Los_granjeros_de_la_seda_locales_están_indignados,_y_quieren_que_el_gobierno_tome_cartas_en_el_asunto.;;;;;;;;;
EVTDESC12111;The_cotton_produced_in_$STATENAME$_is_of_the_highest_possible_quality_and_strength._So_strong,_in_fact,_is_$STATENAME$_cotton,_that_the_white_balls_harvested_there_have_begun_building_quite_a_reputation_for_themselves_as_being_some_of_the_best_available_in_the_world._The_reputation_has_built_for_quite_some_time,_and_local_farmers_have_begun_taking_pride_in_the_fact_that,_in_the_world_of_cotton,_$STATENAME$_is_a_byword_for_quality.;Le_coton_produit_en_$PROVINCENAME$_est_de_la_plus_haute_qualité_possible_et_de_même_pour_sa_résistance._Si_fort,_en_effet,_est_ce_coton,_que_les_boules_blanches_qui_y_sont_récoltées_ont_une_réputation_pour_elles-mêmes_comme_étant_parmi_les_meilleurs_disponibles_au_monde._La_réputation_est_construite_depuis_un_certain_temps,_et_les_agriculteurs_locaux_ont_commencé_à_éprouver_de_la_fierté_dans_le_fait_que,_dans_le_landerneau_du_coton,_$PROVINCENAME$_est_synonyme_de_qualité._;Die_in_$PROVINCENAME$_produzierte_Baumwolle_ist_von_höchster_Qualität_und_Stärke._So_stark_ist_die_Baumwolle_aus_$PROVINCENAME$,_dass_die_dort_geernteten_weißen_Kugeln_sich_mittlerweile_einen_Namen_als_die_besten_der_Welt_gemacht_haben._Dieser_Ruf_besteht_schon_eine_geraume_Weile,_und_die_örtlichen_Baumwollfarmer_sind_stolz_darauf,_dass_in_der_Welt_der_Baumwolle_der_Name_$PROVINCENAME$_für_Qualität_steht.;;El_algodón_producido_en_$PROVINCENAME$_es_de_la_mayor_calidad_y_firmeza_posibles._De_hecho,_el_algodón_de_$PROVINCENAME$_es_tan_fuerte_que_las_blancas_bolas_cosechadas_allí_tienen_la_merecida_fama_de_ser_de_unas_de_las_mejores_del_mundo._Esta_fama_la_han_conseguido_con_el_tiempo_y_los_granjeros_locales_están_orgullosos_de_que,_en_la_industria_textil,_'algodón_de_$PROVINCENAME$'_sea_sinónimo_de_calidad.;;;;;;;;;
EVTDESC12121;'Not_by_speeches_and_votes_of_the_majority,_are_the_great_questions_of_the_time_decided,_but_by_iron_and_blood.'\n-Otto_von_Bismarck\n\nA_new,_rich_lode_of_iron_ore_has_been_discovered_in_the_$PROVINCENAME$_mine._While_the_ore_is_rich,_it_is_also_located_on_a_perilous_depth_that_is_just_beyond_the_reach_of_our_present_mining_technology._We_could_attempt_to_extract_the_ore,_but_doing_so_will_carry_with_it_a_cost_in_lives_and_blood.;Ce_n'est_pas_par_des_discours_et_des_votes_de_majorité,_que_les_grandes_questions_de_l'époque_seront_traitées,_mais_par_le_fer_et_le_sang.\n-Otto_von_Bismarck-\nUn_nouveau_et_riche_filon_de_minerai_de_fer_a_été_découvert_dans_la_mine_de_$PROVINCENAME$._Bien_que_le_minerai_soit_fort_intéressant,_il_est_également_situé_à_une_profondeur_périlleuse_qui_est_juste_au-delà_de_la_portée_de_notre_technologie_minière_actuelle._Nous_pourrions_tenter_d'extraire_le_minerai,_mais_cela_pourrait_amener_avec_lui_un_coût_important_en_sang_et_en_vies_humaines._;Nicht_durch_Reden_oder_Majoritätsbeschlüsse_werden_die_großen_Fragen_der_Zeit_entschieden,_sondern_durch_Eisen_und_Blut.'\n-Otto_von_Bismarck\n\nEine_neue,_reiche_Eisenerzader_wurde_in_$PROVINCENAME$_entdeckt._Die_Ader_ist_zwar_reich,_befindet_sich_aber_auch_in_einer_Tiefe,_die_gerade_außerhalb_der_Reichweite_unserer_momentanen_Bergbautechnologie_steht._Wir_könnten_versuchen,_das_Erz_abzubauen,_aber_das_wird_uns_Blut_und_Leben_kosten.;;Las_grandes_cuestiones_del_momento_no_se_deciden_con_discursos_y_votos,_sino_con_hierro_y_sangre.\nOtto_von_Bismarck\n\nSe_ha_descubierto_una_nueva_veta_de_hierro_en_una_mina_de_$PROVINCENAME$._Aunque_la_veta_es_rica,_se_halla_situada_a_una_profundidad_peligrosa_que_excede_el_alcance_de_nuestra_tecnología_minera_actual._Podríamos_intentar_extraer_el_mineral,_pero_a_costa_de_la_pérdida_de_muchas_vidas.;;;;;;;;;
EVTDESC12131;The_$PROVINCENAME$_wool_district_has_become_a_hub_of_activity_lately,_as_more_and_more_little_cottage_weaveries_are_springing_up_across_the_province._While_the_$PROVINCENAME$_folk_have_always_been_known_as_a_thrifty_kind,_the_ready_access_to_some_of_the_world's_best_wool_might_also_explain_this_flurry_of_activity.;La_quartier_de_la_laine_en_$PROVINCENAME$_est_devenu_un_important_center_d'activité_récemment._De_plus_en_plus_de_petites_maisons_de_tisseurs_voient_le_jour_partout_dans_la_province,_et_ce_alors_que_la_populaire_$PROVINCENAME$_était_surtout_connue_comme_une_sorte_de_province_campagnarde._L'accès_rapide_à_certaines_des_meilleures_laines_du_monde_pourrait_aussi_expliquer_ce_débordement_d'activité._;Der_Wolldistrikt_in_$PROVINCENAME$_ist_in_letzter_Zeit_immer_aktiver_geworden._Mehr_und_mehr_kleine_Heimwebereien_entstehen_quer_über_die_ganze_Provinz._Zwar_sind_die_Menschen_in_$PROVINCENAME$_bekannt_für_ihre_Sparsamkeit,_doch_dieser_Aktivitätsdrang_könnte_auch_damit_zu_tun_haben,_dass_hier_direkter_Zugang_zu_einer_der_besten_Wollqualitäten_der_Welt_besteht.;;El_distrito_de_la_lana_en_$PROVINCENAME$_se_ha_convertido_últimamente_en_un_hervidero_de_actividad,_ya_que_cada_vez_surgen_más_industrias_caseras_en_la_provincia._Aunque_los_habitantes_de_$PROVINCENAME$_siempre_han_sido_ahorradores,_el_acceso_a_la_mejor_lana_del_mundo_podría_también_explicar_esta_explosión_de_actividad.;;;;;;;;;
EVTDESC12141;The_wharves,_quays,_and_drydocks_of_$PROVINCENAME$_are_abuzz_with_the_rings_of_hammers_and_the_songs_of_saws,_as_the_local_factory_struggles_to_keep_up_with_new_orders_for_clipper_ships_that_are_pouring_in_from_all_over_the_world._Efficient_work_processes_and_management,_combined_with_excellent_craftsmanship_and_seamanship,_have_led_$PROVINCENAME$_to_produce_more_and_better_ships_than_during_any_year_previous!_Perhaps_this_is_the_time_to_rest_on_the_laurels,_but,_then_again,_the_future_is_always_an_uncertainty.;Les_jetées,_les_quais,_les_cales_sèches_de_$PROVINCENAME$_sont_en_effervescence_avec_les_cycles_des_marteaux_et_la_chanson_des_scies,_que_l'usine_laisse_entendre_du_fait_des_nouvelles_commandes_pour_les_voiliers_marchands_qui_affluent_de_partout_dans_le_monde._Les_processus_efficaces_de_travail_et_de_gestion,_combinés_à_un_excellent_savoir_faire_en_usage_maritime,_ont_conduit_$PROVINCENAME$_à_produire_des_navires_plus_nombreux_et_meilleurs_que_pendant_toute_l'année_précédente_!_Peut-être_est-ce_le_temps_de_se_reposer_sur_ses_lauriers,_mais,_là_encore,_l'avenir_est_toujours_incertain.;Die_Werften,_Kaie_und_Trockendocke_in_$PROVINCENAME$_widerhallen_vom_Klingen_der_Hämmer_und_dem_Singen_der_Sägen,_denn_die_örtliche_Industrie_erlebt_eine_wahre_Flut_von_Aufträgen_für_Klipperschiffe,_die_aus_der_ganzen_Welt_kommen._Effiziente_Arbeitsprozesse_und_Verwaltung,_in_Kombination_mit_exzellenter_Handwerksarbeit_und_Schiffsbaukunst,_haben_$PROVINCENAME$_mehr_und_bessere_Schiffe_bauen_lassen_als_je_zuvor!_Vielleicht_können_wir_uns_jetzt_auf_unseren_Lorbeeren_ausruhen,_allerdings_ist_die_Zukunft_immer_ungewiss.;;Los_muelles,_embarcaderos_y_diques_secos_de_$PROVINCENAME$_resuenan_con_el_sonido_de_los_martillos_y_las_sierras,_pues_en_las_fábricas_locales_tratan_de_hacerse_cargo_de_los_nuevos_pedidos_de_veleros_clíper_procedentes_de_todo_el_mundo._Una_gestión_eficiente_de_los_procesos_de_trabajo,_unida_a_la_calidad_de_sus_excelentes_artesanos_y_marinos,_han_llevado_a_$PROVINCENAME$_a_producir_más_y_mejores_barcos_que_los_construidos_en_el_año_anterior._Quizás_ha_llegado_el_momento_de_descansar_en_los_laureles,_pero_el_futuro_será_incierto_como_siempre.;;;;;;;;;
EVTDESC12150;\n\nTragedy_struck_$PROVINCENAME$_today,_when_a_steam_boiler_exploded_during_a_routine_test_in_the_machine_shop_contracted_to_build_it_for_the_local_steamer_factory._Seven_workers_were_killed_in_the_explosion,_and_several_thousands_of_pounds_worth_of_equipment_were_destroyed._Local_officials_are_investigating_the_working_conditions_in_the_shop,_and_hopefully_these_accidents_can_be_avoided_in_the_future,_but,_for_now,_$PROVINCENAME$_mourns_her_dead.;La_tragédie_a_frappé_$PROVINCENAME$_aujourd'hui,_quand_une_chaudière_à_vapeur_a_explosé_lors_d'un_test_de_routine_dans_l'atelier_d'usinage_chargé_de_la_construire_pour_l'usine_de_bateaux_à_vapeur._Sept_ouvriers_ont_été_tués_dans_l'explosion,_et_plusieurs_milliers_de_livres_en_valeur_de_matériel_ont_été_détruites._Les_autorités_locales_enquêtent_sur_les_conditions_de_travail_dans_l'atelier,_et_nous_espérons_que_ces_accidents_pourront_être_évités_à_l'avenir,_mais,_pour_l'instant,_$PROVINCENAME$_pleure_ses_morts._;Eine_Tragödie_geschah_heute_in_$PROVINCENAME$,_als_ein_Dampfkessel_während_eines_Routinetests_in_der_Maschinenwerkstatt_explodierte,_die_ihn_für_die_örtliche_Dampfschifffabrik_bauen_sollte._Sieben_Arbeiter_wurden_bei_der_Explosion_getötet,_und_Ausrüstung_im_Werte_von_mehreren_Tausend_Pfund_zerstört._Die_örtlichen_Behörden_untersuchen_die_Arbeitsbedingungen_in_der_Werkstatt,_und_hoffentlich_können_solche_Unglücke_in_Zukunft_vermieden_werden,_doch_im_Moment,_trauert_$PROVINCENAME$_um_seine_Toten.;;La_tragedia_ha_conmocionado_hoy_a_$PROVINCENAME$,_cuando_una_caldera_de_vapor_ha_explotado_durante_un_chequeo_de_rutina_en_el_taller_mecánico_contratado_para_construir_la_fábrica_de_barcos_de_vapor._Siete_trabajadores_murieron_en_la_explosión_y_varios_miles_de_libras_en_equipo_resultaron_destruidas._Los_oficiales_locales_están_investigando_las_condiciones_de_trabajo_en_el_taller_y,_con_suerte,_podrán_evitarse_estos_accidentes_en_el_futuro,_pero_ahora_mismo,_$PROVINCENAME$_llora_sus_muertes.;;;;;;;;;
EVTNAME12161;Standard $PROVINCENAME$ Cement;Ciment de $PROVINCENAME$;Standard $PROVINCENAME$-Beton;;Cemento normal de $PROVINCENAME$;;;;;;;;;
EVTDESC12161;$PROVINCENAME$_has_been_making_quite_a_name_for_itself_in_the_cement_industry_over_the_past_few_years._What_started_out_as_smalltime_production_in_a_family_business_has_now_grown_to_an_industry_big_enough_to_support_the_entire_province,_and_the_name_'Standard_$PROVINCENAME$_Cement'_is_becoming_a_household_name._$COUNTRY_ADJ$_cement_recipes_from_$PROVINCENAME$_are_being_admired_and_imitated_across_the_world!;$PROVINCENAME$_s'est_fait_un_bon_nom_dans_l'industrie_du_ciment_au_cours_des_dernières_années._Ce_qui_a_commencé_à_la_petite_semaine_dans_une_entreprise_familiale_est_maintenant_devenu_une_industrie_assez_grande_pour_soutenir_l'ensemble_de_la_province,_et_«Ciment_standard_de_$PROVINCENAME$»_ce_nom_est_devenu_un_nom_familier._Les_compositions_$COUNTRY_ADJ$_de_fabrication_du_ciment_sont_admirées_et_imitées_à_travers_le_monde_!_;$PROVINCENAME$_hat_sich_in_den_letzten_paar_Jahren_einen_ziemlichen_Namen_in_der_Betonindustrie_gemacht._Was_als_ein_kleiner_Familienbetrieb_begann,_ist_nun_zu_einer_Industrie_angewachsen,_die_groß_genug_ist,_die_gesamte_Provinz_zu_ernähren,_und_der_Name_'Standard_$PROVINCENAME$-Beton'_wird_zu_einem_allgemein_bekannten_Begriff._$COUNTRY_ADJ$_Betonmischrezepte_aus_$PROVINCENAME$_werden_auf_der_gesamten_Welt_bewundert_und_imitiert!;;$PROVINCENAME$_se_ha_estado_labrando_un_nombre_en_la_industria_del_cemento_durante_los_últimos_años._Lo_que_empezó_siendo_una_producción_de_poca_monta_de_un_negocio_de_familia_ha_crecido_lo_suficiente_para_abastecer_a_toda_la_provincia_y_el_nombre_'Cemento_normal_de_$PROVINCENAME$'_se_ha_convertido_en_un_término_familiar._¡La_fórmula_$COUNTRY_ADJ$_del_cemento_en_$PROVINCENAME$_es_admirada_e_imitada_en_todo_el_mundo!;;;;;;;;;
EVTDESC12171;Several_workers_died_today_at_the_$PROVINCENAME$_dyeworks,_when_an_industrial_sized_tub_of_hot_dye_accidentally_spilled_out_over_the_workshop_floor,_and_the_unsuspecting_workers._Locals_are_upset_about_the_incident,_claiming_that_the_poor_safety_regulations_in_the_hot_and_dangerous_workplace_are_to_blame_for_the_accident,_and_are_urging_the_government_to_take_action._As_rescue_workers_left_the_scene,_several_workshop_employees_were_left_dying.;Aujourd'hui_plusieurs_travailleurs_d'une_teinturerie_à_$PROVINCENAME$_ont_été_blessé,_quand_une_cuve_de_taille_industrielle_de_teinture_à_chaud_a_accidentellement_déversé_sur_le_sol_de_l'atelier_et_sur_les_travailleurs_sans_méfiance._Les_sections_locales_sont_mécontentes_de_l'incident,_affirmant_que_les_pauvres_règles_de_sécurité_en_milieu_du_travail_à_chaud_sont_à_blâmer,_et_exhortent_le_gouvernement_à_prendre_des_mesures._Comme_les_secours_ont_quitté_les_lieux,_les_employés_ne_veulent_pas_retourner_dans_plusieurs_ateliers_de_teinture._;Mehrere_Arbeiter_kamen_heute_in_der_Färberei_von_$PROVINCENAME$_ums_Leben,_als_ein_großer_Bottich_heißer_Farbe_sich_über_den_Werkstattboden_und_die_Arbeiter_ergoss._Die_Menschen_vor_Ort_sind_erbost_über_das_Unglück_und_behaupten,_dass_unzureichende_Sicherheitsbestimmungen_Schuld_sind,_und_fordern_die_Regierung_zum_Handeln_auf.;;Varios_trabajadores_quedaron_totalmente_teñidos_hoy_en_el_taller_de_tintes_de_$PROVINCENAME$,_cuando_un_depósito_tamaño_industrial_lleno_de_tintura_caliente_derramó_su_contenido_por_accidente_sobre_el_suelo_del_taller_y_los_desprevenidos_trabajadores._La_población_local_está_indignada_por_el_incidente_y_exige_que_las_regulaciones_sobre_seguridad_en_un_lugar_de_trabajo_tan_caluroso_y_peligroso_requieran_una_acción_inmediata_del_gobierno._Cuando_los_que_trabajaban_en_el_rescate_abandonaron_la_escena,_informaron_que_varios_empleados_habían_quedado_totalmente_teñidos.;;;;;;;;;
EVTDESC12181;A_fuel_cistern_at_the_$PROVINCENAME$_refinery_exploded_today_for_reasons_yet_unknown,_and_the_lives_of_seven_workers_were_claimed_in_the_ensuing_conflagration,_along_with_thousands_of_dollars_worth_in_company_property._The_refinery_owner_has_washed_his_hands_of_any_responsibility_for_the_accident,_claiming_instead_that_government_safety_inspections_have_been_lacking.;Une_des_citernes_de_carburant_à_la_raffinerie_de_$PROVINCENAME$_a_explosé_aujourd'hui_pour_des_raisons_encore_inconnues,_et_la_vie_de_sept_personnes_a_été_prise_dans_l'incendie_qui_a_suivi,_avec_des_milliers_de_livres_en_biens_de_l'entreprise._Le_propriétaire_de_la_raffinerie_se_lave_les_mains_de_toute_responsabilité_pour_l'accident,_affirmant_au_contraire_que_les_inspections_de_sécurité_du_gouvernement_ont_fait_défaut._;Ein_Treibstofflager_in_der_$PROVINCENAME$-Raffinerie_explodierte_heute_aus_noch_unbekannten_Gründen._Sieben_Arbeiter_ließen_ihr_Leben_im_resultierenden_Großbrand,_und_es_entstand_ein_Sachschaden_von_Tausenden_von_Dollars._Der_Raffinieriebesitzer_wäscht_seine_Hände_in_Unschuld_und_lehnt_jede_Verantwortung_für_das_Unglück_ab._Stattdessen_beschuldigt_er_unzureichende_Sicherheitsinspektionen_der_Regierung.;;Un_depósito_de_combustible_de_la_refinería_de_$PROVINCENAME$_explotó_hoy_por_razones_aún_desconocidas,_cobrándose_la_vida_de_siete_trabajadores_en_la_consiguiente_conflagración,_además_de_miles_de_dólares_perdidos_en_propiedades_de_la_compañía._El_propietario_de_la_refinería_se_ha_lavado_las_manos_y_ha_declinado_cualquier_responsabilidad_por_el_accidente,_aduciendo_que_no_se_habían_realizado_inspecciones_de_seguridad_del_gobierno.;;;;;;;;;
EVTDESC12191;The_$PROVINCENAME$_refinery_has_been_doing_well_lately,_with_production_exceeding_expected_quotas_by_several_thousand_gallons._Due_to_storage_problems,_the_refinery_owner_has_approached_the_government_with_a_deal_to_buy_the_fuel_at_a_steep_discount._We_could_either_buy_the_fuel_ourselves,_or_turn_him_down_and_wait_for_him_to_float_the_cheap_fuel_on_the_market._The_local_impact_of_cheap_fuel_should_make_the_locals_fairly_happy,_but_we_could_probably_use_the_fuel_ourselves.;La_raffinerie_de_$PROVINCENAME$_s'est_bien_comportait,_avec_une_production_dépassant_les_quotas_attendus_de_plusieurs_milliers_de_gallons._En_raison_de_problèmes_de_stockage,_le_propriétaire_de_la_raffinerie_a_contacté_le_gouvernement_avec_un_accord_pour_acheter_le_carburant_avec_une_forte_remise._Nous_pourrions_soit_acheter_le_carburant_nous-mêmes,_soit_le_refuser_et_attendre_de_voir_flotter_le_cours_sur_le_marché._Les_répercussions_locales_d'un_carburant_bon_marché_devraient_rendre_les_gens_du_pays_plutôt_heureux,_mais_nous_pourrions_probablement_utiliser_ce_carburant_nous-mêmes._;Die_$PROVINCENAME$-Raffinierie_läuft_gut,_und_die_Produktion_übersteigt_die_erwarteten_Mengen_um_Tausende_von_Litern._Aus_Lagerplatzmangel_hat_sich_der_Raffinieriebesitzer_an_die_Regierung_gewandt,_der_er_den_Treibstoff_zu_einem_hohen_Rabatt_verkaufen_will._Wir_könnten_den_Treibstoff_entweder_selber_kaufen,_oder_ihn_abweisen_und_warten,_bis_er_den_Treibstoff_billig_auf_den_Markt_wirft._Die_Menschen_vor_Ort_werden_über_die_billigen_Treibstoffpreise_recht_glücklich_sein,_aber_wir_könnten_den_Treibstoff_wohl_auch_selbst_gut_gebrauchen.;;La_refinería_de_$PROVINCENAME$_ha_funcionado_muy_bien_últimamente_y_ha_excedido_su_producción_en_varios_miles_de_galones._Debido_a_problemas_de_almacenamiento,_el_dueño_de_la_refinería_ha_negociado_con_el_gobierno_un_acuerdo_para_la_compra_del_combustible_con_un_considerable_descuento._Podríamos_comprarle_el_combustible_o_rechazar_su_oferta_y_esperar_a_que_el_combustible_se_abarate_en_el_mercado._El_impacto_local_del_combustible_barato_debería_alegrar_a_los_habitantes_locales,_pero_podríamos_usarlo_nosotros_mismos.;;;;;;;;;
EVTDESC12201;Another_tragic_day_for_our_laborers_today,_as_an_accident_was_reported_as_having_claimed_several_lives_in_the_$PROVINCENAME$_iron_mine._Several_workers_have_been_reported_injured,_and_some_are_still_missing._A_faulty_support_beam_in_the_mine_collapsed_to_cause_the_accident,_reports_from_$PROVINCENAME$_say._The_incident_is_bound_to_raise_at_least_a_local_debate_on_working_conditions_in_our_mines.;Un_autre_jour_tragique_pour_nos_ouvriers,_un_accident_a_été_signalé_comme_ayant_fait_plusieurs_morts_dans_la_mine_de_fer_de_$PROVINCENAME$._Plusieurs_travailleurs_sont_blessés,_et_certains_sont_toujours_portés_disparus._Une_poutre_de_soutien_défectueuse_de_la_mine_s'est_effondrée_causant_l'accident_d'après_les_premiers_rapports._L'incident_devra_amener_au_moins_un_débat_local_sur_les_conditions_de_travail_dans_nos_mines._;Heute_war_ein_weiterer_tragischer_Tag_für_unsere_Arbeiter,_denn_es_wurde_von_einem_Unglück_in_der_Eisenerzmine_von_$PROVINCENAME$_berichtet,_das_mehrere_Leben_gekostet_haben_soll._Mehrere_Arbeiter_sollen_verletzt_sein,_und_manche_werden_noch_vermisst._Ein_beschädigter_Tragbalken_in_der_Mine_brach_zusammen_und_verursachte_das_Unglück,_sagen_Berichte_aus_$PROVINCENAME$._Der_Vorfall_wird_garantiert_mindestens_eine_lokale_Debatte_über_die_Arbeitsbedingungen_in_unseren_Minen_auslösen.;;Hoy_ha_sido_otro_día_trágico_para_nuestros_trabajadores,_ya_que_nos_han_informado_de_que_ha_ocurrido_un_accidente_que_se_ha_cobrado_varias_vidas_en_la_mina_de_hierro_de_$PROVINCENAME$._Al_parecer,_varios_trabajadores_han_resultado_heridos_y_algunos_siguen_desaparecidos._La_causa_del_accidente_parece_ser_una_viga_de_soporte_defectuosa,_según_dicen_los_informes_de_$PROVINCENAME$._El_incidente_va_a_originar_un_debate_local_sobre_las_condiciones_de_trabajo_en_nuestras_minas.;;;;;;;;;
EVTDESC12211;A_fisherman_off_the_coast_of_$STATENAME$_has_brought_in_an_enormous_catch_today._His_trawler_is_practically_teeming_with_the_riches_of_the_richest_of_oceans_as_he_anchors_in_the_harbor,_and_fairly_soon_other_fishermen_are_able_to_repeat_his_example._The_fishing_is_unusually_good_in_$PROVINCENAME$_this_year,_it_seems.;Une_pêcheur_au_large_des_côtes_de_$STATENAME$_a_fait_une_prise_énorme_aujourd'hui._Son_chalutier_est_quasiment_regorgeant_de_richesses_du_plus_riche_des_océans,_il_jette_l'ancre_dans_le_port,_et_très_bientôt_d'autres_pêcheurs_seront_en_mesure_de_répéter_son_exemple._La_pêche_est_exceptionnellement_bonne_cette_année,_à_ce_qu'il_semble._;En_Fischer_an_der_Küste_von_$PROVINCENAME$_brachte_heute_einen_enormen_Fang_heim._Sein_Kutter_ist_so_vollgeladen_mit_den_reichsten_Reichtümern_des_Ozeans,_dass_er_beim_Ankern_im_Hafen_fast_Wasser_zieht,_und_bald_schon_werden_andere_Fischer_es_ihm_gleichtun_können._Dieses_Jahr_ist_das_Fischen_in_$PROVINCENAME$_wohl_besonders_gut,_wie_es_scheint.;;Un_pescador_de_la_costa_de_$PROVINCENAME$_ha_capturado_hoy_una_pieza_enorme._Su_barca_está_prácticamente_abarrotada_de_las_riquezas_de_los_océanos_cuando_atraca_en_el_puerto,_por_lo_que_muy_pronto_otros_pescadores_seguirán_su_ejemplo._Al_parecer,_la_pesca_es_excepcionalmente_buena_en_$PROVINCENAME$_este_año.;;;;;;;;;
EVTNAME12221;All the Tea in $STATENAME$;Le thé de $COUNTRY$;Der ganze Tee in $COUNTRY$;;Todo el té de $COUNTRY$;;;;;;;;;
EVTDESC12221;The_tea_harvest_is_unusually_large_this_year,_and_nowhere_is_it_larger_than_in_$PROVINCENAME$._Everywhere_one_ventures_in_the_area,_sacks_and_sacks_again_stand_lined_up,_brimming_with_freshly_picked_leaves_of_wonderfully_smelling_tea._This_harvest_will_probably_set_us_straight_for_years_if_we're_capable_of_leveraging_it_right._Should_we_let_the_farmers_keep_an_extra_portion_of_the_harvest,_let_our_merchants_sell_it_for_profit,_or_should_we_stockpile_it_for_later_use?;La_récolte_du_thé_est_inhabituellement_élevée_cette_année,_et_n'est_nulle_part_plus_importante_qu'à_$PROVINCENAME$._Partout_où_l'on_s'aventure_dans_les_domaines,_des_sacs_et_des_sacs_en_position_alignée,_débordant_de_feuilles_fraîchement_cueillies_d'une_merveilleuse_senteur_de_thé._Cette_récolte_sera_probablement_rentable_pendant_des_années_si_nous_sommes_capables_d'en_tirer_profit._Devrions-nous_laisser_les_récoltants_en_garder_une_part_supplémentaire,_laisser_nos_marchands_le_vendre_dans_un_but_lucratif_immédiat,_ou_devrions-nous_le_stocker_pour_une_utilisation_ultérieure_?_;Die_Teeernte_ist_ungewöhnlich_reich_dieses_Jahr,_und_nirgendwo_ist_sie_reicher_als_in_$PROVINCENAME$._Überall_in_der_gesamten_Region_stehen_Säcke_über_Säcke_in_Reihe,_die_vor_frisch_gepflückten_Blättern_herrlich_riechenden_Tees_überquellen._Diese_Ernte_wird_uns_vermutlich_auf_Jahre_hinaus_reich_machen,_wenn_wir_unsere_Karten_richtig_spielen._Sollen_wir_den_Bauern_eine_Extraportion_der_Ernte_überlassen,_oder_unsere_Kaufleute_sie_veräußern_lassen,_oder_sollen_wir_sie_für_späteren_Gebrauch_lagern?;;La_cosecha_de_té_es_bastante_más_grande_este_año,_y_en_$PROVINCENAME$_es_donde_ha_resultado_mayor._Toda_la_zona_está_llena_de_sacos_y_sacos_alineados,_llenos_de_hojas_frescas_recién_cogidas_de_un_té_que_huele_maravillosamente_bien._Esta_cosecha_probablemente_nos_dure_años_si_somos_capaces_de_administrarla_correctamente._¿Deberíamos_dejar_que_los_granjeros_se_queden_con_una_porción_extra_de_la_cosecha?_¿O_que_los_comerciantes_la_venden_para_sacar_beneficios?_¿O_deberíamos_almacenarla_para_usarla_más_adelante?;;;;;;;;;
EVTNAME12231;Radio $PROVINCENAME$;La radio locale de $PROVINCENAME$;Radio $PROVINCENAME$;;Radio $PROVINCENAME$;;;;;;;;;
